Question ID,Question Order,Section,Question,Question Ontology - class and subclass,Question Ontology - individual,Answer ID,Answer Type (single choice multiple choice choice) select column,Answer,Answer Ontology individual,data type,time unit,range,choice,choice ontology,Parent Question,Parent Answer,required,PHI ,Picture
325,1,Other symptoms,Is it worse when you take a deep breath?,,review_of_systems pain chest deep_breath,2,single choice,No,,,,,,,324,1,,,
326,11,Other symptoms,Are you experiencing loss of consciousness when you stand up quickly? ,,review_of_systems orthostatic_hypotension,1,single choice,Yes,,,,,,,,,,,
326,11,Other symptoms,Are you experiencing loss of consciousness when you stand up quickly? ,,review_of_systems orthostatic_hypotension,2,single choice,No,,,,,,,,,,,
327,12,Other symptoms,Do you experience heartburn?,,review_of_systems Gastroesophageal_Reflux_Disease,1,single choice,Yes,,,,,,,,,,,
327,12,Other symptoms,Do you experience heartburn?,,review_of_systems Gastroesophageal_Reflux_Disease,2,single choice,No,,,,,,,,,,,
328,13,Other symptoms,Do you experience nausea or regurgitation or stomach discomfort? ,,review_of_systems gastroparesis,1,single choice,Yes,,,,,,,,,,,
328,13,Other symptoms,Do you experience nausea or regurgitation or stomach discomfort? ,,review_of_systems gastroparesis,2,single choice,No,,,,,,,,,,,
329,14,Other symptoms,Do you suffer from constipation - that is - difficulty passing stool? ,,review_of_systems constipation,1,single choice,Yes,,,,,,,,,,,
329,14,Other symptoms,Do you suffer from constipation - that is - difficulty passing stool? ,,review_of_systems constipation,2,single choice,No,,,,,,,,,,,
330,15,Other symptoms,Have you any trouble delaying urination which results in urine leakage?,,review_of_systems urinary_incontinence,1,single choice,Yes,,,,,,,,,,,
330,15,Other symptoms,Have you any trouble delaying urination which results in urine leakage?,,review_of_systems urinary_incontinence,2,single choice,No,,,,,,,,,,,
331,16,Other symptoms,Do you experience the need to urinate extremely frequently?,,review_of_systems frequenturia,1,single choice,Yes,,,,,,,,,,,
331,16,Other symptoms,Do you experience the need to urinate extremely frequently?,,review_of_systems frequenturia,2,single choice,No,,,,,,,,,,,
332,17,Other symptoms,Do you experience sexual dysfunction (e.g. erection dysfunction - ejaculation problems - difficulties achieving orgasm),,review_of_systems sexual_dysfunction,1,single choice,Yes,,,,,,,,,,,
332,17,Other symptoms,Do you experience sexual dysfunction (e.g. erection dysfunction - ejaculation problems - difficulties achieving orgasm),,review_of_systems sexual_dysfunction,2,single choice,No,,,,,,,,,,,
333,1,Exposure to chemicals,Were you involved in the production of or exposed to acid compounds or other chemicals?,,chemist acid_production,1,single choice,Yes,,,,,,,,,,,
333,1,Exposure to chemicals,Were you involved in the production of or exposed to acid compounds or other chemicals?,,chemist acid_production,2,single choice,No,,,,,,,,,,,
334,2,Exposure to chemicals,Did you work with asphalt or have you been near any site involving asphalt manufacturing? ,,asphalt_manufacturing,1,single choice,Yes,,,,,,,,,,,
334,2,Exposure to chemicals,Did you work with asphalt or have you been near any site involving asphalt manufacturing? ,,asphalt_manufacturing,2,single choice,No,,,,,,,,,,,
335,3,Exposure to chemicals,Did you work with wood (e.g. tanning or carpenting) or have you been near any site involving woodworking? ,,charpenter tanning woodworker,1,single choice,Yes,,,,,,,,,,,
335,3,Exposure to chemicals,Did you work with wood (e.g. tanning or carpenting) or have you been near any site involving woodworking? ,,charpenter tanning woodworker,2,single choice,No,,,,,,,,,,,
336,4,Exposure to chemicals,Were you involved in machining or metal working or have you been exposed to coolant or lubricant designed for machining processes?,,metal_factory cutting_oils,1,single choice,Yes,,,,,,,,,,,
336,4,Exposure to chemicals,Were you involved in machining or metal working or have you been exposed to coolant or lubricant designed for machining processes?,,metal_factory cutting_oils,2,single choice,No,,,,,,,,,,,
337,5,Exposure to chemicals,Were you producing/manufacturing any of the following: fragrances - spice - tabacco - steel - metal - ship - rubber - plastic - thermometer - magnet or battery ? ,,fragrance_manufacturing spice_manufacturing tabacco_production Steel_production naval_factory rubber_vulcanization thermometer_factory magnet_production battery_factory,1,single choice,Yes,,,,,,,,,,,
337,5,Exposure to chemicals,Were you producing/manufacturing any of the following: fragrances - spice - tabacco - steel - metal - ship - rubber - plastic - thermometer - magnet or battery ? ,,fragrance_manufacturing spice_manufacturing tabacco_production Steel_production naval_factory rubber_vulcanization thermometer_factory magnet_production battery_factory,2,single choice,No,,,,,,,,,,,
338,6,Exposure to chemicals,Prior to your smell/taste issues were you exposed to paints or solvents (e.g. paint thinners) ?,,Painter,1,single choice,Yes,,,,,,,,,,,
338,6,Exposure to chemicals,Prior to your smell/taste issues were you exposed to paints or solvents (e.g. paint thinners) ?,,Painter,2,single choice,No,,,,,,,,,,,
339,7,Exposure to chemicals,Glues and adhesives such as contact cement or super glues or aerosol adhesives that contain chemical solvents?,,glue_and_other_adhesives,1,single choice,Yes,,,,,,,,,,,
339,7,Exposure to chemicals,Glues and adhesives such as contact cement or super glues or aerosol adhesives that contain chemical solvents?,,glue_and_other_adhesives,2,single choice,No,,,,,,,,,,,
340,8,Exposure to chemicals,Gasoline lawn mower?,,lawn_grass,1,single choice,Yes,,,,,,,,,,,
340,8,Exposure to chemicals,Gasoline lawn mower?,,lawn_grass,2,single choice,No,,,,,,,,,,,
341,9,Exposure to chemicals,Chain saw or other gasoline equipment?,,utilization_of_chain_saw,1,single choice,Yes,,,,,,,,,,,
341,9,Exposure to chemicals,Chain saw or other gasoline equipment?,,utilization_of_chain_saw,2,single choice,No,,,,,,,,,,,
342,10,Exposure to chemicals,Sander and/or saw?,,utilization_of_saw utilization_of_sanders,1,single choice,Yes,,,,,,,,,,,
342,10,Exposure to chemicals,Sander and/or saw?,,utilization_of_saw utilization_of_sanders,2,single choice,No,,,,,,,,,,,
343,11,Exposure to chemicals,Pesticides sprayed?,,utilization_of_pesticides,1,single choice,Yes,,,,,,,,,,,
343,11,Exposure to chemicals,Pesticides sprayed?,,utilization_of_pesticides,2,single choice,No,,,,,,,,,,,
344,12,Exposure to chemicals,Did you use or were you near somebody else who used cleaning solutions (including household cleaners and chemicals)? ,,utlization_of_cleaning_solutions,1,single choice,Yes,,,,,,,,,,,
344,12,Exposure to chemicals,Did you use or were you near somebody else who used cleaning solutions (including household cleaners and chemicals)? ,,utlization_of_cleaning_solutions,2,single choice,No,,,,,,,,,,,
345,13,Exposure to chemicals,Gardening?,,gardner,1,single choice,Yes,,,,,,,,,,,
345,13,Exposure to chemicals,Gardening?,,gardner,2,single choice,No,,,,,,,,,,,
346,1,Risk at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,1,multiple choice,Asbestos ,asbestos,range,,0 100,,,,,,,
346,1,Risk at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,2,multiple choice,Chemicals/Acids/Solvents ,chemicals,range,,0 100,,,,,,,
346,1,Risk at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,3,multiple choice,Coal or Stone Dusts,stone_dust,range,,0 100,,,,,,,
346,1,Risk at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,4,multiple choice,Asphalt ,asphalt,range,,0 100,,,,,,,
346,1,Risk at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,5,multiple choice,Engine Exhaust ,engine_exhaust,range,,0 100,,,,,,,
346,1,Risk at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,6,multiple choice,Dyes ,dyes,range,,0 100,,,,,,,
346,1,Risk at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,7,multiple choice,Formaldehyde ,formaldehyde,range,,0 100,,,,,,,
346,1,Risk at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,8,multiple choice,None,none,,,,,,,,,,
347,2,Risk at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,1,multiple choice,Pesticides/Herbicides ,herbicides pesticides,range,,0 100,,,,,,,
347,2,Risk at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,2,multiple choice,Textile process dusts ,textile_dust,range,,0 100,,,,,,,
347,2,Risk at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,3,multiple choice,Wood Dust ,wood_dust,range,,0 100,,,,,,,
347,2,Risk at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,4,multiple choice,X-rays/Radioactive Materials,radioactive_compounds,range,,0 100,,,,,,,
347,2,Risk at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,5,multiple choice,Acetaldehyde,acetaldehyde,range,,0 100,,,,,,,
347,2,Risk at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,6,multiple choice,Acetic acid,acetic_acid,range,,0 100,,,,,,,
347,2,Risk at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,7,multiple choice,Acetophenone,acetophenone,range,,0 100,,,,,,,
347,2,Risk at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,8,multiple choice,None,none,,,,,,,,,,
348,3,Risk at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,1,multiple choice,Alum,alum,range,,0 100,,,,,,,
348,3,Risk at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,2,multiple choice,Ammonia,ammonia,range,,0 100,,,,,,,
348,3,Risk at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,3,multiple choice,Arsenic,arsenic,range,,0 100,,,,,,,
348,3,Risk at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,4,multiple choice,Arsenite,arsenite,range,,0 100,,,,,,,
348,3,Risk at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,5,multiple choice,Benzene,benzene,range,,0 100,,,,,,,
