Question ID,Question Order,Section,Question,Question Ontology - class and subclass,Question Ontology - individual,Answer ID,Answer Type (single choice multiple choice choice) select column,Answer,Answer Ontology individual,data type,range,choice,choice ontology,Parent Question,Parent Answer,required,PHI ,Picture
394,1,Social history - Alcohol ,In your lifetime - what is the largest number of drinks you have ever had in a 24-hour period (including all types of alcohol)? ,alcohol_quantity,entire_life day,2,multiple choice,more than 3 drinks,,,,,,388,1,,,
395,1,Social history - Alcohol ,Did you ever find you could drink a lot more before you got drunk? ,,tolerance,1,single choice,yes,,,,,,392,1,,,
395,1,Social history - Alcohol ,Did you ever find you could drink a lot more before you got drunk? ,,tolerance,2,single choice,no,,,,,,392,1,,,
396,1,Social history - Alcohol ,Have you ever tried to stop or cut down on drinking?  COUNT ANY REASON.,,try_to_cut_down_on_drinking entire_life,1,single choice,yes,,,,,,388,1,,,
396,1,Social history - Alcohol ,Have you ever tried to stop or cut down on drinking?  COUNT ANY REASON.,,try_to_cut_down_on_drinking entire_life,2,single choice,no,,,,,,388,1,,,
397,1,Social history - Alcohol ,How many times were you unable to stop or cut down? ,Time,fail_to_cut_down_on_drinking,1,multiple choice,less than 3 times,,,,,,396,1,,,
397,1,Social history - Alcohol ,How many times were you unable to stop or cut down? ,Time,fail_to_cut_down_on_drinking,2,multiple choice,more than 3 times,,,,,,396,1,,,
398,1,Social history - Alcohol ,Have you ever started drinking at times you promised yourself that you would not - or have you ever drunk more than you intended? (e.g. when you decided to drink 2 drinks and ended up drinking 4 or more? ),,loss_of_control,1,single choice,yes,,,,,,388,1,,,
398,1,Social history - Alcohol ,Have you ever started drinking at times you promised yourself that you would not - or have you ever drunk more than you intended? (e.g. when you decided to drink 2 drinks and ended up drinking 4 or more? ),,loss_of_control,2,single choice,no,,,,,,388,1,,,
399,1,Social history - Alcohol ,Did this happen 3 or more times?,Time,loss_of_control,1,single choice,yes,,,,,,398,1,,,
399,1,Social history - Alcohol ,Did this happen 3 or more times?,Time,loss_of_control,2,single choice,no,,,,,,398,1,,,
400,1,Social history - Alcohol ,Have you ever started drinking and become drunk when you did not want to?,,drunk loss_of_control,1,single choice,yes,,,,,,392,1,,,
400,1,Social history - Alcohol ,Have you ever started drinking and become drunk when you did not want to?,,drunk loss_of_control,2,single choice,no,,,,,,392,1,,,
401,1,Social history - Alcohol ,Did this happen 3 or more times? ,Time,drunk loss_of_control,1,single choice,yes,,,,,,400,1,,,
401,1,Social history - Alcohol ,Did this happen 3 or more times? ,Time,drunk loss_of_control,2,single choice,no,,,,,,400,1,,,
402,1,Social history - Alcohol ,Have you ever given up or greatly reduced important activities while drinking like sports work or associating with friends or relatives? ,,decline_family_interaction decline_in_interaction_with_friends decline_in_physical_activities decline_in_professional_occupation ,1,single choice,yes,,,,,,388,1,,,
402,1,Social history - Alcohol ,Have you ever given up or greatly reduced important activities while drinking like sports work or associating with friends or relatives? ,,decline_family_interaction decline_in_interaction_with_friends decline_in_physical_activities decline_in_professional_occupation ,2,single choice,no,,,,,,388,1,,,
403,1,Social history - Alcohol ,Did this happen 3 or more times or for a month or more?,Time,decline_family_interaction decline_in_interaction_with_friends decline_in_physical_activities decline_in_professional_occupation ,1,single choice,yes,,,,,,402,1,,,
403,1,Social history - Alcohol ,Did this happen 3 or more times or for a month or more?,Time,decline_family_interaction decline_in_interaction_with_friends decline_in_physical_activities decline_in_professional_occupation ,2,single choice,no,,,,,,402,1,,,
404,1,Social history - Alcohol ,Has there ever been a period of several days or more when you spent so much time drinking or recovering from the effects of alcohol that you had little time for anything else?,,decline_in_activities_in_general,1,single choice,yes,,,,,,388,1,,,
404,1,Social history - Alcohol ,Has there ever been a period of several days or more when you spent so much time drinking or recovering from the effects of alcohol that you had little time for anything else?,,decline_in_activities_in_general,2,single choice,no,,,,,,388,1,,,
405,1,Social history - Alcohol ,Did this period last for a month or more or did you have 3 or more periods like that?,Time,decline_in_activities_in_general,1,single choice,yes,,,,,,404,1,,,
405,1,Social history - Alcohol ,Did this period last for a month or more or did you have 3 or more periods like that?,Time,decline_in_activities_in_general,2,single choice,no,,,,,,404,1,,,
406,1,Social history - Alcohol ,There are several health problems that can result from long stretches of drinking. Did drinking ever cause you to have,,physical_health_related,1,multiple choice,Liver disease or yellow jaundice,liver_disease jaundice,,,,,388,1,,,
406,1,Social history - Alcohol ,There are several health problems that can result from long stretches of drinking. Did drinking ever cause you to have,,physical_health_related,2,multiple choice,Stomach inflammation or make you vomit blood? ,gastritis hematemesis,,,,,388,1,,,
406,1,Social history - Alcohol ,There are several health problems that can result from long stretches of drinking. Did drinking ever cause you to have,,physical_health_related,3,multiple choice,Pancreatitis? ,pancreatitis,,,,,388,1,,,
406,1,Social history - Alcohol ,There are several health problems that can result from long stretches of drinking. Did drinking ever cause you to have,,physical_health_related,4,multiple choice,Damage to your heart - cardiomyopathy? ,dilated_cardiomyopathy,,,,,388,1,,,
406,1,Social history - Alcohol ,There are several health problems that can result from long stretches of drinking. Did drinking ever cause you to have,,physical_health_related,5,multiple choice,Memory problems even when you were not drinking (not counting blackouts)?,amnesia,,,,,388,1,,,
406,1,Social history - Alcohol ,There are several health problems that can result from long stretches of drinking. Did drinking ever cause you to have,,physical_health_related,6,multiple choice,other physical health problems,other,,,,,388,1,,,
406,1,Social history - Alcohol ,There are several health problems that can result from long stretches of drinking. Did drinking ever cause you to have,,physical_health_related,7,multiple choice,none,none,,,,,388,1,,,
407,1,Social history - Alcohol ,What other physical health problems did you experienced because of alcohol?,,physical_health-related other,1,,Type here:,,text,,,,406,6,,,
408,1,Social history - Alcohol ,Have you ever continued to drink when you knew you had any serious physical illness or condition that might be made worse by drinking? ,,continue_drinking_despite_physical_health_issues,1,single choice,yes,,,,,,388,1,,,
408,1,Social history - Alcohol ,Have you ever continued to drink when you knew you had any serious physical illness or condition that might be made worse by drinking? ,,continue_drinking_despite_physical_health_issues,2,single choice,no,,,,,,388,1,,,
409,1,Social history - Alcohol ,Has drinking ever caused you emotional or psychological problems like: ,,psychological-related_problems,1,multiple choice,Feeling depressed or uninterested in things for more than 24 hours to the point that it interfered with your functioning,Depression,,,,,388,1,,,
409,1,Social history - Alcohol ,Has drinking ever caused you emotional or psychological problems like: ,,psychological-related_problems,2,multiple choice,Feeling jumpy or easily startled or nervous for more than 24 hours to the point that it interfered with your functioning? ,irritability,,,,,388,1,,,
409,1,Social history - Alcohol ,Has drinking ever caused you emotional or psychological problems like: ,,psychological-related_problems,3,multiple choice,Having such trouble thinking clearly for more than 24 hours that it interfered with your functioning?,cognitive_impairment,,,,,388,1,,,
409,1,Social history - Alcohol ,Has drinking ever caused you emotional or psychological problems like: ,,psychological-related_problems,4,multiple choice,Feeling paranoid or suspicious of people for more than 24 hours to the point that it interfered with your relationships? ,Paranoid_Personality_Disorder,,,,,388,1,,,
409,1,Social history - Alcohol ,Has drinking ever caused you emotional or psychological problems like: ,,psychological-related_problems,5,multiple choice,Hearing or seeing things that werent really there? ,hearing_hallucination visual_hallucination,,,,,388,1,,,
409,1,Social history - Alcohol ,Has drinking ever caused you emotional or psychological problems like: ,,psychological-related_problems,6,multiple choice,Smelling things that are not really there?,phantosmia,,,,,388,1,,,
409,1,Social history - Alcohol ,Has drinking ever caused you emotional or psychological problems like: ,,psychological-related_problems,7,multiple choice,none of the above,none,,,,,388,1,,,
410,1,Social history - Alcohol ,Have you ever continued to drink when you knew you had any psychological illness that might be made worse by drinking? ,,continue_drinking_despite_psychological_health_issues,1,single choice,yes,,,,,,388,1,,,
410,1,Social history - Alcohol ,Have you ever continued to drink when you knew you had any psychological illness that might be made worse by drinking? ,,continue_drinking_despite_psychological_health_issues,2,single choice,no,,,,,,388,1,,,
411,1,Social history - Alcohol ,Have you ever tried to cut down - stop - or go without drinking after drinking steadily for some time?,,withdrawal_symptoms try_to_cut_down_on_drinking,1,single choice,yes,,,,,,388,1,,,
411,1,Social history - Alcohol ,Have you ever tried to cut down - stop - or go without drinking after drinking steadily for some time?,,withdrawal_symptoms try_to_cut_down_on_drinking,2,single choice,no,,,,,,388,1,,,
412,1,Social history - Alcohol ,People who cut down - stop - or go without drinking after drinking steadily for some time may not feel well. These feelings are more intense and can last longer than the usual hangover. When you stopped - cut down or went without drinking - did you ever experience any of the following problems for most of the day for 2 days or longer? ,,withdrawal_symptoms,1,multiple choice,the shakes (hands trembling),tremor,,,,,411,1,,,
412,1,Social history - Alcohol ,People who cut down - stop - or go without drinking after drinking steadily for some time may not feel well. These feelings are more intense and can last longer than the usual hangover. When you stopped - cut down or went without drinking - did you ever experience any of the following problems for most of the day for 2 days or longer? ,,withdrawal_symptoms,2,multiple choice,unable to sleep,sleep_disturbance,,,,,411,1,,,
412,1,Social history - Alcohol ,People who cut down - stop - or go without drinking after drinking steadily for some time may not feel well. These feelings are more intense and can last longer than the usual hangover. When you stopped - cut down or went without drinking - did you ever experience any of the following problems for most of the day for 2 days or longer? ,,withdrawal_symptoms,3,multiple choice,feel anxious,feeling_anxious,,,,,411,1,,,
412,1,Social history - Alcohol ,People who cut down - stop - or go without drinking after drinking steadily for some time may not feel well. These feelings are more intense and can last longer than the usual hangover. When you stopped - cut down or went without drinking - did you ever experience any of the following problems for most of the day for 2 days or longer? ,,withdrawal_symptoms,4,multiple choice,feel depressed or irritable,Depression,,,,,411,1,,,
